"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como cliente del almacén demoblaze","Validacion de productos de la categoria ""Laptops"" en navegador <navegadorEligido>","ERROR","2022-03-14T13:53:16.518-05:00[America/Bogota]","0.0","2.31"
