"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como cliente del almacén demoblaze","Validacion de productos de la categoria ""Laptops"" en navegador <navegadorEligido>","SUCCESS","2021-10-06T23:06:03.794-05:00[America/Bogota]","0.0","21.97"
